Name,Count,Species,Length
Gaga,1,Dog,4
GAITOR,1,Dog,6
Ganbit,2,Dog,6
Gapi,1,Dog,4
Gappy,1,Dog,5
Gara,1,Dog,4
Garnett,1,Dog,7
Garth Ninja,1,Dog,11
GARY,4,Dog,4
Gasket,1,Dog,6
Gaspard,1,Dog,7
Gaston,1,Dog,6
Gatsby,1,Dog,6
Gatto,1,Dog,5
Gavin,3,Dog,5
Gaws,1,Dog,4
Gazza,7,Dog,5
Gazzaro,1,Dog,7
Gedda,1,Dog,5
Geema,1,Dog,5
Geena,1,Dog,5
Geezer,1,Dog,6
Geisha,4,Dog,6
Geisha-Girl,1,Dog,11
Gelo,1,Dog,4
Gem,17,Dog,3
Gem Kennedy,1,Dog,11
Gema,2,Dog,4
Gemma,83,Dog,5
Genelle,1,Dog,7
Genevieve,2,Dog,9
Genghis,2,Dog,7
Geoffrey,1,Dog,8
Geommet,1,Dog,7
Geordie,10,Dog,7
Geordy,1,Dog,6
Georga,1,Dog,6
George,92,Dog,6
Georgi,1,Dog,6
Georgia,9,Dog,7
Georgie,57,Dog,7
Georgie Girl,1,Dog,12
Georgina,1,Dog,8
GEORGIO,1,Dog,7
GEORGIO THE THIRD,1,Dog,17
Georgy,2,Dog,6
Gerberus,1,Dog,8
Geri,1,Dog,4
Gerlinda,1,Dog,8
Gerome,1,Dog,6
Gerry,1,Dog,5
Gerry (Gerald),1,Dog,14
Gertie,5,Dog,6
Gertrude,1,Dog,8
Gerwi,1,Dog,5
Ghana,1,Dog,5
Ghandi,1,Dog,6
Ghillie,1,Dog,7
Ghost,4,Dog,5
Giai,1,Dog,4
Gianni,1,Dog,6
Gibson,2,Dog,6
Giddy,1,Dog,5
Gideon,1,Dog,6
Gidget,22,Dog,6
Giesha,1,Dog,6
Giggles,1,Dog,7
Giggsy,1,Dog,6
Gigi,6,Dog,4
Gilbert,5,Dog,7
Giles,2,Dog,5
Gili,1,Dog,4
Gilla,1,Dog,5
Gillie,2,Dog,6
Gilligan,1,Dog,8
Gilly,3,Dog,5
Gilmore,1,Dog,7
Gimli,1,Dog,5
Gin,4,Dog,3
Gina,7,Dog,4
Ginger,14,Dog,6
Ginger Megs,1,Dog,11
Ginja,1,Dog,5
Ginny,2,Dog,5
Gino,1,Dog,4
Ginty,1,Dog,5
Giny,1,Dog,4
Giorgia,1,Dog,7
Giorgio,2,Dog,7
Girl,2,Dog,4
Girley,1,Dog,6
Girlie,3,Dog,6
Girlie(2),1,Dog,9
Girly,2,Dog,5
Gisele,1,Dog,6
Giselle,1,Dog,7
Gismo,2,Dog,5
Gitana,1,Dog,6
Gixxa,1,Dog,5
Gizmet,1,Dog,6
Gizmo,53,Dog,5
Gizzmo,1,Dog,6
Gizzy,3,Dog,5
Gloria,2,Dog,6
Gogeth Yoda,1,Dog,11
Gogetta Clancy,1,Dog,14
Gogetta Mister,1,Dog,14
Gogetta Ziggy,1,Dog,13
Goggles,1,Dog,7
Goku,2,Dog,4
Goldie,21,Dog,6
Goldy,1,Dog,5
Golly,2,Dog,5
Golrain Clover,1,Dog,14
Gombie,1,Dog,6
Gonzo,3,Dog,5
Goo Doo,1,Dog,7
Gooba,1,Dog,5
Gooch,1,Dog,5
Google,2,Dog,6
Goose,2,Dog,5
Gorbash,1,Dog,7
Gordius,1,Dog,7
Gordon,5,Dog,6
Gorgi,1,Dog,5
Gotcha,1,Dog,6
Gotchie,1,Dog,7
Grace,17,Dog,5
Grace Jones (Gracie),1,Dog,20
Gracie,31,Dog,6
Grady,1,Dog,5
Graham,3,Dog,6
Graicee,1,Dog,7
Gravel,1,Dog,6
Gravy,2,Dog,5
Grechen,1,Dog,7
Greg,1,Dog,4
Gregory,1,Dog,7
Gretal,1,Dog,6
Gretchen,1,Dog,8
Gretel,4,Dog,6
Gretsch,1,Dog,7
Gretyl,1,Dog,6
Grey,2,Dog,4
Griever,1,Dog,7
Griff,1,Dog,5
Griffen,1,Dog,7
Griffin,8,Dog,7
Griffyn,1,Dog,7
Grinder,1,Dog,7
Gringo,1,Dog,6
Gris,1,Dog,4
Grissi,1,Dog,6
Grizzly,1,Dog,7
Gromet,1,Dog,6
Gromit,1,Dog,6
Grommet,1,Dog,7
Grommit,1,Dog,7
Grona,1,Dog,5
Groovie,1,Dog,7
Grover,5,Dog,6
Growler,2,Dog,7
GRUB,1,Dog,4
Grubb,1,Dog,5
Grubby,1,Dog,6
Gruff,1,Dog,5
Grumpy,1,Dog,6
Grungle,1,Dog,7
Grunt,1,Dog,5
Gryff,1,Dog,5
Gryffindor,2,Dog,10
GT,1,Dog,2
Gucci,13,Dog,5
Gucci 2,1,Dog,7
Guiness,4,Dog,7
Guinness,5,Dog,8
Gulliver,1,Dog,8
Gumus,1,Dog,5
Gunna,1,Dog,5
Gunner,1,Dog,6
Gunter,1,Dog,6
Gunther,1,Dog,7
Gus,101,Dog,3
Gusepi,1,Dog,6
Guss,4,Dog,4
Gussi,1,Dog,5
Gussie,1,Dog,6
Gussy,1,Dog,5
Guzzi,1,Dog,5
Gwapo,1,Dog,5
Gwendalyn,1,Dog,9
Gyp,1,Dog,3
Gypee,1,Dog,5
Gypsey,1,Dog,6
Gypsi,1,Dog,5
Gypsie,4,Dog,6
Gypsy,91,Dog,5
Gypsy Rose,2,Dog,10
Gypsy-Rose,1,Dog,10
GYSPY,2,Dog,5
Gyzmo,1,Dog,5
Habibi,1,Dog,6
Hacchi,1,Dog,6
Hachiko,1,Dog,7
hACK,1,Dog,4
Hacksaw,1,Dog,7
Haddie,1,Dog,6
Hades,1,Dog,5
Hadleigh,1,Dog,8
Hadrian,1,Dog,7
Hagrid,2,Dog,6
Haig,1,Dog,4
Hail,1,Dog,4
Hailey,1,Dog,6
HAIRY,1,Dog,5
Hak,1,Dog,3
Hakoka,1,Dog,6
Haley,2,Dog,5
Halia,1,Dog,5
Halle,1,Dog,5
Hally,1,Dog,5
Halo,5,Dog,4
Ham,1,Dog,3
Hamish,59,Dog,6
Hamlet,2,Dog,6
Hammer,2,Dog,6
Hana,1,Dog,4
Hanako,1,Dog,6
Hando,2,Dog,5
Hank,22,Dog,4
Hanley,1,Dog,6
Hanna,1,Dog,5
Hannah,18,Dog,6
Hans,1,Dog,4
Hanz,1,Dog,4
Happo,1,Dog,5
Happy,7,Dog,5
Harada,1,Dog,6
Hardy,1,Dog,5
Harlea,1,Dog,6
Harlee,3,Dog,6
Harlem,1,Dog,6
Harley,119,Dog,6
Harley Rose,1,Dog,11
Harli,1,Dog,5
Harlow,3,Dog,6
Harly,1,Dog,5
Harmony,3,Dog,7
Harold,1,Dog,6
Harpa,1,Dog,5
Harper,10,Dog,6
Harpo,1,Dog,5
Harrie Alexander,1,Dog,16
Harriet,9,Dog,7
Harriet Frangipanni,1,Dog,19
Harriett,1,Dog,8
Harrietta Kewel,1,Dog,15
Harriette,1,Dog,9
Harris,2,Dog,6
Harrison,1,Dog,8
Harrison Marley,1,Dog,15
Harrod,1,Dog,6
Harry,171,Dog,5
Harry Conick,1,Dog,12
Harry Spotter,1,Dog,13
Harry-Campbell,1,Dog,14
Harryette,1,Dog,9
Hartley,1,Dog,7
Harvey,87,Dog,6
Hastings,1,Dog,8
Hattie,1,Dog,6
Havana,1,Dog,6
Havoc,1,Dog,5
Havok,1,Dog,5
Hawk,1,Dog,4
Hawker,1,Dog,6
Haydos,1,Dog,6
Hayla,1,Dog,5
Hayley,4,Dog,6
Haylo,1,Dog,5
Hazard,1,Dog,6
Hazel,17,Dog,5
Hazza,1,Dog,5
Heather,1,Dog,7
Heaven,1,Dog,6
Heber,1,Dog,5
Heckel,1,Dog,6
Hecter,1,Dog,6
Hector,8,Dog,6
Hedi,1,Dog,4
Heffa,1,Dog,5
Heidi,32,Dog,5
Helf,1,Dog,4
Helga,2,Dog,5
HELO,1,Dog,4
Hemi,4,Dog,4
Hemingway,1,Dog,9
Hemmy,1,Dog,5
Hendrix,5,Dog,7
Henley,1,Dog,6
Hennie,1,Dog,6
Henri,5,Dog,5
Henrietta,2,Dog,9
Henrix,2,Dog,6
Henry,71,Dog,5
Henry Lucas,1,Dog,11
Herbert,3,Dog,7
Herbie,7,Dog,6
Herc,1,Dog,4
Hercules,14,Dog,8
Herman,1,Dog,6
Hermi,1,Dog,5
Hermia,1,Dog,6
Hermie,1,Dog,6
Hermione,2,Dog,8
Hermionie,1,Dog,9
Hermoine,1,Dog,8
Hero,2,Dog,4
Hesse,1,Dog,5
Hesta or Hesia,1,Dog,14
Heston,1,Dog,6
Hettie,2,Dog,6
Hetty,1,Dog,5
Hewey,1,Dog,5
Hex,1,Dog,3
Hiedi,2,Dog,5
Higgins,2,Dog,7
Hilary,1,Dog,6
Hilda,5,Dog,5
Hilde,1,Dog,5
Hilton,1,Dog,6
Hinske,1,Dog,6
Hippo,1,Dog,5
Hirdy,1,Dog,5
Hitler,1,Dog,6
Hito,1,Dog,4
HOBBES,4,Dog,6
Hobbo,1,Dog,5
Hobbs,1,Dog,5
Hobo,2,Dog,4
Hochi,1,Dog,5
Hodgey,1,Dog,6
Hodgy,1,Dog,5
Hodor,1,Dog,5
Hogan,2,Dog,5
Hokey,1,Dog,5
Holden,1,Dog,6
Holley,6,Dog,6
Holli,4,Dog,5
Hollie,11,Dog,6
Hollis,1,Dog,6
Holly,117,Dog,5
Holly Rose,1,Dog,10
Hollywood,1,Dog,9
Homer,10,Dog,5
Honey,80,Dog,5
Honey Boo,1,Dog,9
Honey Bunch,1,Dog,11
HONEY BUNNY,1,Dog,11
Honey Dog,1,Dog,9
Honey Lee,1,Dog,9
Honey Pie,1,Dog,9
Honie,1,Dog,5
Honky,1,Dog,5
Honney,1,Dog,6
Honnie,1,Dog,6
Hooch,6,Dog,5
Hooley,1,Dog,6
Hooley Dooley,1,Dog,13
Hoover,3,Dog,6
Hope,12,Dog,4
Horace,2,Dog,6
Horatio,1,Dog,7
Horrie,1,Dog,6
Horse,1,Dog,5
Hosko,1,Dog,5
Hottie,1,Dog,6
Houdini,2,Dog,7
Howard,2,Dog,6
Howie,3,Dog,5
Hoysted,1,Dog,7
Hozay,1,Dog,5
Hubble,1,Dog,6
Huckleberry,3,Dog,11
Hudson,21,Dog,6
Huey,10,Dog,4
Huggy Beyonce Bear,1,Dog,18
Hugh,1,Dog,4
Hughes,1,Dog,6
Hughie,1,Dog,6
Hugo,58,Dog,4
Hugo Boss,1,Dog,9
Hugo Winston Star Barton,1,Dog,24
Hugstable,1,Dog,9
Hulk,1,Dog,4
Humpah,1,Dog,6
Humphrey,9,Dog,8
Hun,1,Dog,3
Hunie,1,Dog,5
Hunni,2,Dog,5
HUNNY,2,Dog,5
Hunter,39,Dog,6
Hurley,6,Dog,6
Hush,1,Dog,4
Husk,1,Dog,4
Hussy,1,Dog,5
HUTCH,9,Dog,5
Huxley,2,Dog,6
Hydro,1,Dog,5
Hymie,1,Dog,5
Hyzus,1,Dog,5
Ian,4,Dog,3
Ice,5,Dog,3
Icy,1,Dog,3
IDA,1,Dog,3
Idris,1,Dog,5
Iffy,1,Dog,4
Iggy,9,Dog,4
Iggy Bobo,1,Dog,9
Igor,1,Dog,4
Ike,2,Dog,3
Imari,1,Dog,5
Imelda,4,Dog,6
Immy,1,Dog,4
Imogen,1,Dog,6
Impy,1,Dog,4
Inca,2,Dog,4
Indhi Trisox,1,Dog,12
Indi,66,Dog,4
India,3,Dog,5
Indiana,16,Dog,7
Indianna,4,Dog,8
Indianna (Indy),1,Dog,15
Indie,35,Dog,5
Indiee,1,Dog,6
Indigo,6,Dog,6
Indio,1,Dog,5
Indra,1,Dog,5
Indy,57,Dog,4
Indy Bins,1,Dog,9
Ingrid,1,Dog,6
Ini,1,Dog,3
Inidanna,1,Dog,8
Inka,3,Dog,4
Inky,3,Dog,4
Inspector,1,Dog,9
Inspector Rex,1,Dog,13
Inspo,1,Dog,5
Inu,2,Dog,3
Inukshuk,1,Dog,8
Iris,2,Dog,4
Irish,1,Dog,5
Isa,1,Dog,3
Isa Bean,1,Dog,8
Isaac,2,Dog,5
Isaak,1,Dog,5
Isabel,3,Dog,6
Isabell,1,Dog,7
Isabella,12,Dog,8
Isabella (Izzy),1,Dog,15
Isabelle,6,Dog,8
Isadora,1,Dog,7
Isher,1,Dog,5
Ishi,1,Dog,4
Ishtar,1,Dog,6
Isis,2,Dog,4
Iska,1,Dog,4
Islay 2nd,1,Dog,9
Isobel,1,Dog,6
Isobell,1,Dog,7
Isobella,1,Dog,8
Issabel,1,Dog,7
Issabella,1,Dog,9
Isse,1,Dog,4
Issi,1,Dog,4
Issie,1,Dog,5
Issy,1,Dog,4
Itchy,1,Dog,5
Ivan,2,Dog,4
Ivory,4,Dog,5
Ivy,17,Dog,3
Izaac,2,Dog,5
Izabella,1,Dog,8
Izzi,5,Dog,4
Izzie,3,Dog,5
Izzy,45,Dog,4
Izzy Mae Stephenson,1,Dog,19
J,2,Dog,1
J-Lo,1,Dog,4
J.D.,4,Dog,4
J.D.Ralli,1,Dog,9
J.J.,1,Dog,4
J.R.,1,Dog,4
Jabba,1,Dog,5
Jabera,1,Dog,6
Jac-Jac,1,Dog,7
Jack,341,Dog,4
Jack 2,1,Dog,6
Jack Daniels,1,Dog,12
Jack Jnr (JJ),1,Dog,13
Jack London,1,Dog,11
Jack Russell,1,Dog,12
Jack Sprat,1,Dog,10
Jacka,2,Dog,5
Jacki,4,Dog,5
Jackie,37,Dog,6
Jackie Jack,1,Dog,11
Jacko,12,Dog,5
Jacks,1,Dog,5
Jackson,44,Dog,7
Jackson Brown,1,Dog,13
Jacky,6,Dog,5
Jaco,1,Dog,4
Jacob,2,Dog,5
Jacoby,1,Dog,6
Jacque,2,Dog,6
Jacques,1,Dog,7
Jacqui,2,Dog,6
Jad.Bal.Ja,1,Dog,10
Jade,8,Dog,4
Jadika,1,Dog,6
JAE,1,Dog,3
Jaegar,1,Dog,6
JAEGER,2,Dog,6
Jaf,1,Dog,3
JAFFA,9,Dog,5
Jag,5,Dog,3
Jager,5,Dog,5
Jaggar,1,Dog,6
Jagger,8,Dog,6
Jaguar (Jag),1,Dog,12
Jahli,1,Dog,5
Jai,4,Dog,3
Jaina,1,Dog,5
Jak,4,Dog,3
Jake,73,Dog,4
Jake Ratfink,1,Dog,12
Jake-Brown,1,Dog,10
Jakey,1,Dog,5
"Jakie Two ""JT""",1,Dog,14
Jaksen,1,Dog,6
Jakson,2,Dog,6
Jakyna Blade,1,Dog,12
Jalan,1,Dog,5
Jalna,1,Dog,5
Jamaica,1,Dog,7
Jamale,1,Dog,6
Jambo,1,Dog,5
James,4,Dog,5
Jamesey Muttley,1,Dog,15
Jamie,5,Dog,5
Jamila,1,Dog,6
Jamilah,1,Dog,7
Jandels,1,Dog,7
Jane,2,Dog,4
Janga,1,Dog,5
Jango,2,Dog,5
Janiee,1,Dog,6
Janis,1,Dog,5
Janita,1,Dog,6
Jaqui,1,Dog,5
Jarah,1,Dog,5
Jardi,1,Dog,5
Jark,1,Dog,4
Jarnr,1,Dog,5
Jarpe,1,Dog,5
Jarra,1,Dog,5
Jarracada Ellis / Bwana,1,Dog,23
Jarrah,11,Dog,6
Jarrod,1,Dog,6
Jasmin,5,Dog,6
Jasmine,21,Dog,7
Jasmine (Jazzy),1,Dog,15
Jasmyn,1,Dog,6
Jason,1,Dog,5
Jaspa,7,Dog,5
Jaspar,2,Dog,6
Jasper,140,Dog,6
Jasper Biggles,1,Dog,14
Jassim,1,Dog,6
Jassy,1,Dog,5
Jatz,1,Dog,4
Java,4,Dog,4
Jax,42,Dog,3
Jaxon,5,Dog,5
Jaxson,4,Dog,6
Jaxx,4,Dog,4
Jay,9,Dog,3
Jay Jay,4,Dog,7
Jay Z,1,Dog,5
Jay-Jay,2,Dog,7
Jay.J,1,Dog,5
Jaya,3,Dog,4
JAYCO,1,Dog,5
Jayda,1,Dog,5
Jayde,3,Dog,5
Jaydee,4,Dog,6
Jayke,1,Dog,5
Jayzee,1,Dog,6
Jaz,15,Dog,3
Jazi,1,Dog,4
Jazma,1,Dog,5
Jazmine,1,Dog,7
Jazmyn,1,Dog,6
Jazz,59,Dog,4
Jazzi,2,Dog,5
Jazzie,2,Dog,6
Jazzy,9,Dog,5
JB,3,Dog,2
JD,9,Dog,2
Jean,1,Dog,4
Jean Louie,1,Dog,10
Jean Pierrre,1,Dog,12
JeanLuc,1,Dog,7
Jeb,1,Dog,3
Jebba,1,Dog,5
Jebediah,1,Dog,8
Jed,41,Dog,3
Jeda,1,Dog,4
Jedd,4,Dog,4
Jedda,18,Dog,5
JEDDAH,1,Dog,6
Jeddie,1,Dog,6
Jedi,3,Dog,4
Jedi (Jett),1,Dog,11
Jeena,1,Dog,5
Jeepie,1,Dog,6
Jeeves,1,Dog,6
Jeff,5,Dog,4
Jeffery,2,Dog,7
Jeffrey,4,Dog,7
Jeffro,1,Dog,6
Jefrey,1,Dog,6
Jek,1,Dog,3
Jelly,4,Dog,5
Jellybean,2,Dog,9
Jem,4,Dog,3
Jemima,3,Dog,6
Jemina,2,Dog,6
Jemma,43,Dog,5
Jemma Louise,1,Dog,12
Jen,1,Dog,3
Jena,1,Dog,4
Jenna,10,Dog,5
Jenni,1,Dog,5
Jennie,1,Dog,6
Jenny,7,Dog,5
Jenson,2,Dog,6
Jericho,1,Dog,7
Jerry,9,Dog,5
Jerry Lee,2,Dog,9
Jersey,3,Dog,6
Jersy,1,Dog,5
Jerzey,2,Dog,6
Jesie,1,Dog,5
Jesper,1,Dog,6
Jess,119,Dog,4
Jesse,28,Dog,5
Jessi,1,Dog,5
Jessica,13,Dog,7
Jessie,158,Dog,6
Jessie Girl,1,Dog,11
Jessitoo,1,Dog,8
Jessy,6,Dog,5
Jesta,1,Dog,5
Jestar,1,Dog,6
Jet,96,Dog,3
Jeta,1,Dog,4
Jethro,5,Dog,6
Jetson,5,Dog,6
Jett,38,Dog,4
Jetta,6,Dog,5
Jeven,1,Dog,5
Jewel,4,Dog,5
Jewell,1,Dog,6
Jewels,3,Dog,6
Jex,2,Dog,3
Jezebel,2,Dog,7
Jezel,1,Dog,5
Jezza,2,Dog,5
Jezzabelle,1,Dog,10
Jib,1,Dog,3
Jiggy,1,Dog,5
Jill,8,Dog,4
Jilla,1,Dog,5
Jillian,1,Dog,7
Jilly,6,Dog,5
Jim,7,Dog,3
Jimbi,1,Dog,5
Jimbo,3,Dog,5
JIMI,4,Dog,4
Jimmi,1,Dog,5
Jimmy,53,Dog,5
Jimmy Bartel,1,Dog,12
Jimmy Choo,1,Dog,10
Jimmy Johnston,1,Dog,14
Jinks,1,Dog,5
Jinty,1,Dog,5
Jinx,5,Dog,4
Jinxie,1,Dog,6
Jinxy,1,Dog,5
Jipsy,2,Dog,5
Jizo,1,Dog,4
JJ,9,Dog,2
JJT,1,Dog,3
Jo,1,Dog,2
Jo Jo,1,Dog,5
Jo-lee,1,Dog,6
JOBE,4,Dog,4
JOBI,1,Dog,4
Jock,29,Dog,4
Jocky,1,Dog,5
Jodey,1,Dog,5
Jodie,3,Dog,5
Jody,1,Dog,4
Joe,8,Dog,3
Joel,3,Dog,4
Joely,1,Dog,5
Joey,24,Dog,4
Joff,1,Dog,4
John,2,Dog,4
John Brown,1,Dog,10
Johnno,1,Dog,6
Johnny,7,Dog,6
Johno,1,Dog,5
Johnson,1,Dog,7
JoJo,4,Dog,4
Joker,1,Dog,5
Joking,1,Dog,6
Jolie,1,Dog,5
Jolly,1,Dog,5
Jolson,1,Dog,6
Jomi,1,Dog,4
Jonah,4,Dog,5
Jonesy,1,Dog,6
Jonson,1,Dog,6
Jonte,3,Dog,5
Jonti,1,Dog,5
Jonty,3,Dog,5
Jooke,1,Dog,5
Jooky,1,Dog,5
Joop,1,Dog,4
Jordan,10,Dog,6
JORDIE,5,Dog,6
Jordy,2,Dog,5
Jorge,2,Dog,5
Jorgie,1,Dog,6
Jorja,2,Dog,5
Joseph,1,Dog,6
Josephine,2,Dog,9
Josh,5,Dog,4
Joshua,1,Dog,6
Josie,16,Dog,5
Joss,1,Dog,4
Journie,1,Dog,7
Jovi,3,Dog,4
Joy,4,Dog,3
Joyce,1,Dog,5
JP,1,Dog,2
Ju Ju,1,Dog,5
Juan,1,Dog,4
Jubilee,1,Dog,7
Juc,1,Dog,3
Juce,1,Dog,4
Judd,3,Dog,4
Juddy,6,Dog,5
Judge,1,Dog,5
Judy,4,Dog,4
Jugs,1,Dog,4
Juice,1,Dog,5
Juicey,1,Dog,6
Juke,2,Dog,4
Jules,3,Dog,5
Julia,1,Dog,5
Julian,2,Dog,6
Julie,3,Dog,5
Juliette,2,Dog,8
Julius,3,Dog,6
Julz,1,Dog,4
Jump,1,Dog,4
Jumping Jack Flash,1,Dog,18
Jumpy,1,Dog,5
Juneya,1,Dog,6
Juni,1,Dog,4
Junior,15,Dog,6
Juno,9,Dog,4
Jurgen,1,Dog,6
Justice,1,Dog,7
Jutze,1,Dog,5
Juzzy,1,Dog,5
Jye,3,Dog,3
Jynx,1,Dog,4
Jypsi,1,Dog,5
Jypsy,2,Dog,5
Jyro,1,Dog,4
K,1,Dog,1
K.C.,1,Dog,4
Kacy,1,Dog,4
Kado,1,Dog,4
Kady,1,Dog,4
Kael,2,Dog,4
Kafka,1,Dog,5
KAHEA,1,Dog,5
Kahli,1,Dog,5
Kahlua,2,Dog,6
Kai,5,Dog,3
Kaia,3,Dog,4
Kaiah,1,Dog,5
KAIBA,1,Dog,5
Kaiden,1,Dog,6
Kaieda,1,Dog,6
Kaija,1,Dog,5
Kaine,2,Dog,5
Kaiser,13,Dog,6
Kaisha,1,Dog,6
Kal,2,Dog,3
Kalani,1,Dog,6
Kalea,1,Dog,5
Kali,2,Dog,4
Kally,1,Dog,5
Kalou,1,Dog,5
KALSI,1,Dog,5
Kalyna,1,Dog,6
Kambull,1,Dog,7
Kandi,2,Dog,5
Kandy,4,Dog,5
Kane,7,Dog,4
Kanga,2,Dog,5
Kaos,8,Dog,4
Kara,7,Dog,4
Karenin,1,Dog,7
Karina,2,Dog,6
Karis,1,Dog,5
Karl,1,Dog,4
Karla,2,Dog,5
Karlof,1,Dog,6
Karma,14,Dog,5
Karn,1,Dog,4
Karni,1,Dog,5
Karsha,1,Dog,6
Karter,1,Dog,6
Kasey,11,Dog,5
Kaspa,1,Dog,5
Kaspar,1,Dog,6
Kassey,1,Dog,6
Kassie,1,Dog,6
KASSY,1,Dog,5
Kata,1,Dog,4
Katara,1,Dog,6
Kate,9,Dog,4
Katey,1,Dog,5
Katherine,1,Dog,9
Katie,14,Dog,5
Kato,3,Dog,4
Kautee,1,Dog,6
KAV,1,Dog,3
Kaya,2,Dog,4
Kayba,1,Dog,5
Kaycee,1,Dog,6
Kayda,1,Dog,5
Kayecee,1,Dog,7
Kayla,8,Dog,5
Kaylah,2,Dog,6
Kaylee,1,Dog,6
Kaysha,1,Dog,6
Kaz,6,Dog,3
Kazooma,1,Dog,7
Kazzar,1,Dog,6
Kc,1,Dog,2
Kea,3,Dog,3
Kealy,1,Dog,5
Keano,1,Dog,5
Kearly,1,Dog,6
Keasha,1,Dog,6
Keating,1,Dog,7
Keaton,1,Dog,6
Keats,1,Dog,5
Keba,1,Dog,4
KEE KEE,1,Dog,7
Keegan,1,Dog,6
Keeley,2,Dog,6
Keelie,1,Dog,6
Keely,5,Dog,5
Keen,1,Dog,4
Keeper,1,Dog,6
Keera,3,Dog,5
Keesha,5,Dog,6
Keeshee,1,Dog,7
Keeta,1,Dog,5
Keeva,1,Dog,5
Keg,3,Dog,3
Keg Dog,1,Dog,7
Keido,1,Dog,5
KEIKO,2,Dog,5
Keilas,1,Dog,6
Keira,7,Dog,5
Keisha,10,Dog,6
Keith,2,Dog,5
Kel,2,Dog,3
Kelee,1,Dog,5
Kell,1,Dog,4
Kellar,1,Dog,6
Kelleigh,1,Dog,8
Kelley,1,Dog,6
Kellie,11,Dog,6
Kelly,37,Dog,5
Kelly May,1,Dog,9
Kelps,1,Dog,5
Kelsa,1,Dog,5
Kelsea,1,Dog,6
Kelsey,2,Dog,6
Kelsi,1,Dog,5
Kelsie,1,Dog,6
Kelso,1,Dog,5
Kemeka,1,Dog,6
Ken Ghan,1,Dog,8
Kenai,1,Dog,5
Kendall,2,Dog,7
Kendi,2,Dog,5
Kendra,3,Dog,6
Kennie,1,Dog,6
Kenny,10,Dog,5
Kensi,1,Dog,5
Kenya,5,Dog,5
Kenzie,3,Dog,6
Keogh,1,Dog,5
Kep,1,Dog,3
Kepler,1,Dog,6
Kera,1,Dog,4
Kerben,1,Dog,6
Kerry,1,Dog,5
Kesha,2,Dog,5
Keshia,1,Dog,6
Kesi,1,Dog,4
Kess,1,Dog,4
Kev,1,Dog,3
Kevin,13,Dog,5
Keya,1,Dog,4
Keybar,1,Dog,6
Keyko,1,Dog,5
Keysha,1,Dog,6
Khan,4,Dog,4
Kharma,1,Dog,6
Khaseem Indiana,1,Dog,15
Khloe,2,Dog,5
Khoda,1,Dog,5
Khovi,1,Dog,5
Ki,1,Dog,2
Ki Ki,1,Dog,5
Kia,9,Dog,3
Kiah,3,Dog,4
Kianne,1,Dog,6
Kiara,17,Dog,5
Kiba,2,Dog,4
Kibbi,1,Dog,5
Kibbles,1,Dog,7
Kida,1,Dog,4
Kidd,1,Dog,4
Kiera,4,Dog,5
Kierra,1,Dog,6
Kiesha,1,Dog,6
Kiff,1,Dog,4
Kijani,1,Dog,6
Kiki,8,Dog,4
Kiki India,1,Dog,10
Kiki Riki,1,Dog,9
Kiko,1,Dog,4
Kikou,1,Dog,5
Kilbey,1,Dog,6
Kildare Bill,1,Dog,12
Kile,1,Dog,4
Kili,1,Dog,4
Killa,1,Dog,5
Killer,2,Dog,6
Kilti,1,Dog,5
Kim,3,Dog,3
Kimba,20,Dog,5
Kimber,1,Dog,6
Kimi,1,Dog,4
Kimmy,5,Dog,5
Kina,1,Dog,4
King,3,Dog,4
King Arthur,1,Dog,11
Kingston,4,Dog,8
Kink,1,Dog,4
Kinky,1,Dog,5
Kinta,2,Dog,5
Kip,3,Dog,3
Kippa,2,Dog,5
Kipper,11,Dog,6
Kippers,1,Dog,7
Kira,29,Dog,4
Kirah,1,Dog,5
Kirby,6,Dog,5
Kiri,3,Dog,4
Kirra,21,Dog,5
Kirra Point,1,Dog,11
Kirrah,1,Dog,6
Kirri,3,Dog,5
Kisa,1,Dog,4
Kiseki Tatsaya,1,Dog,14
Kisha,1,Dog,5
Kisimul (Kish),1,Dog,14
Kismut,1,Dog,6
Kit,1,Dog,3
Kita,2,Dog,4
Kitta,1,Dog,5
Kitty,2,Dog,5
Kitzi,1,Dog,5
Kiva,2,Dog,4
Kiwi,1,Dog,4
Kizi,1,Dog,4
Kizzy,1,Dog,5
KJ,1,Dog,2
Kkrash,1,Dog,6
Klara,1,Dog,5
Klaus,2,Dog,5
Klink,1,Dog,5
Knackers,1,Dog,8
Knickers,1,Dog,8
Knight,1,Dog,6
Knox,4,Dog,4
Knuckles,2,Dog,8
Koa,1,Dog,3
Kobalt,1,Dog,6
Kobe,16,Dog,4
Kobi,24,Dog,4
Kobie,2,Dog,5
Koby,20,Dog,4
Koco,1,Dog,4
Koda,37,Dog,4
Kodah,1,Dog,5
Kodak,2,Dog,5
Kodee,1,Dog,5
Kodi,4,Dog,4
Kodiak,1,Dog,6
Kodie,2,Dog,5
Kodo,1,Dog,4
Kody,4,Dog,4
Koga,1,Dog,4
Kohdi,1,Dog,5
Koko,20,Dog,4
Kokoda,1,Dog,6
Kokonut,1,Dog,7
Kolby,1,Dog,5
Kommet,1,Dog,6
Kona,1,Dog,4
Konan,1,Dog,5
Kong,1,Dog,4
Konnie,1,Dog,6
Kookie,1,Dog,6
Koolie,2,Dog,6
Koopa,2,Dog,5
Kooper,3,Dog,6
